Theme,Topic,SubTopic,Detail,Importance
Theme_3,Topic_9,SubTopic_49,Detail_441,20.08553692
Theme_3,Topic_9,SubTopic_50,Detail_442,403.4287935
Theme_3,Topic_9,SubTopic_50,Detail_443,8103.083928
Theme_3,Topic_9,SubTopic_50,Detail_444,8103.083928
Theme_3,Topic_9,SubTopic_50,Detail_445,20.08553692
Theme_3,Topic_9,SubTopic_50,Detail_446,403.4287935
Theme_3,Topic_9,SubTopic_50,Detail_447,1096.633158
Theme_3,Topic_9,SubTopic_50,Detail_448,20.08553692
Theme_3,Topic_9,SubTopic_50,Detail_449,20.08553692
Theme_3,Topic_9,SubTopic_50,Detail_450,20.08553692
Theme_3,Topic_9,SubTopic_51,Detail_451,148.4131591
Theme_3,Topic_9,SubTopic_51,Detail_452,148.4131591
Theme_3,Topic_9,SubTopic_51,Detail_453,7.389056099
Theme_3,Topic_9,SubTopic_51,Detail_454,2.718281828
Theme_3,Topic_9,SubTopic_51,Detail_455,403.4287935
Theme_3,Topic_9,SubTopic_51,Detail_456,8103.083928
Theme_3,Topic_9,SubTopic_51,Detail_457,20.08553692
Theme_3,Topic_9,SubTopic_51,Detail_458,1
Theme_3,Topic_9,SubTopic_51,Detail_459,8103.083928
Theme_3,Topic_9,SubTopic_52,Detail_460,1096.633158
Theme_3,Topic_9,SubTopic_52,Detail_461,2980.957987
Theme_3,Topic_9,SubTopic_52,Detail_462,8103.083928
Theme_3,Topic_9,SubTopic_52,Detail_463,8103.083928
Theme_3,Topic_9,SubTopic_52,Detail_464,2.718281828
Theme_3,Topic_9,SubTopic_52,Detail_465,22026.46579
Theme_3,Topic_9,SubTopic_52,Detail_466,8103.083928
Theme_3,Topic_9,SubTopic_52,Detail_467,148.4131591
Theme_3,Topic_9,SubTopic_52,Detail_468,403.4287935
Theme_3,Topic_9,SubTopic_53,Detail_469,403.4287935
Theme_3,Topic_9,SubTopic_53,Detail_470,20.08553692
Theme_3,Topic_9,SubTopic_53,Detail_471,20.08553692
Theme_3,Topic_9,SubTopic_53,Detail_472,7.389056099
Theme_3,Topic_9,SubTopic_53,Detail_473,54.59815003
Theme_3,Topic_9,SubTopic_53,Detail_474,7.389056099
Theme_3,Topic_9,SubTopic_53,Detail_475,148.4131591
Theme_3,Topic_9,SubTopic_53,Detail_476,22026.46579
Theme_3,Topic_9,SubTopic_53,Detail_477,2980.957987
Theme_3,Topic_9,SubTopic_54,Detail_478,148.4131591
Theme_3,Topic_9,SubTopic_54,Detail_479,8103.083928
Theme_3,Topic_9,SubTopic_54,Detail_480,148.4131591
Theme_3,Topic_9,SubTopic_54,Detail_481,8103.083928
Theme_3,Topic_9,SubTopic_54,Detail_482,54.59815003
Theme_3,Topic_9,SubTopic_54,Detail_483,54.59815003
Theme_3,Topic_9,SubTopic_54,Detail_484,54.59815003
Theme_3,Topic_9,SubTopic_54,Detail_485,1
Theme_3,Topic_9,SubTopic_54,Detail_486,20.08553692
Theme_3,Topic_10,SubTopic_55,Detail_487,20.08553692
Theme_3,Topic_10,SubTopic_55,Detail_488,8103.083928
Theme_3,Topic_10,SubTopic_55,Detail_489,2.718281828
Theme_3,Topic_10,SubTopic_55,Detail_490,22026.46579
Theme_3,Topic_10,SubTopic_55,Detail_491,2.718281828
Theme_3,Topic_10,SubTopic_55,Detail_492,403.4287935
Theme_3,Topic_10,SubTopic_55,Detail_493,22026.46579
Theme_3,Topic_10,SubTopic_55,Detail_494,8103.083928
Theme_3,Topic_10,SubTopic_55,Detail_495,54.59815003
Theme_3,Topic_10,SubTopic_56,Detail_496,2.718281828
Theme_3,Topic_10,SubTopic_56,Detail_497,148.4131591
Theme_3,Topic_10,SubTopic_56,Detail_498,20.08553692
Theme_3,Topic_10,SubTopic_56,Detail_499,7.389056099
Theme_3,Topic_10,SubTopic_56,Detail_500,2980.957987
Theme_3,Topic_10,SubTopic_56,Detail_501,2980.957987
Theme_3,Topic_10,SubTopic_56,Detail_502,2980.957987
Theme_3,Topic_10,SubTopic_56,Detail_503,2980.957987
Theme_3,Topic_10,SubTopic_56,Detail_504,7.389056099
Theme_3,Topic_10,SubTopic_57,Detail_505,403.4287935
Theme_3,Topic_10,SubTopic_57,Detail_506,8103.083928
Theme_3,Topic_10,SubTopic_57,Detail_507,2980.957987
Theme_3,Topic_10,SubTopic_57,Detail_508,22026.46579
Theme_3,Topic_10,SubTopic_57,Detail_509,54.59815003
Theme_3,Topic_10,SubTopic_57,Detail_510,20.08553692
Theme_3,Topic_10,SubTopic_57,Detail_511,1096.633158
Theme_3,Topic_10,SubTopic_57,Detail_512,54.59815003
Theme_3,Topic_10,SubTopic_57,Detail_513,7.389056099
Theme_3,Topic_10,SubTopic_58,Detail_514,2980.957987
Theme_3,Topic_10,SubTopic_58,Detail_515,1
Theme_3,Topic_10,SubTopic_58,Detail_516,2980.957987
Theme_3,Topic_10,SubTopic_58,Detail_517,148.4131591
Theme_3,Topic_10,SubTopic_58,Detail_518,1
Theme_3,Topic_10,SubTopic_58,Detail_519,1096.633158
Theme_3,Topic_10,SubTopic_58,Detail_520,148.4131591
Theme_3,Topic_10,SubTopic_58,Detail_521,54.59815003
Theme_3,Topic_10,SubTopic_58,Detail_522,8103.083928
Theme_3,Topic_10,SubTopic_59,Detail_523,20.08553692
Theme_3,Topic_10,SubTopic_59,Detail_524,22026.46579
Theme_3,Topic_10,SubTopic_59,Detail_525,2.718281828
Theme_3,Topic_10,SubTopic_59,Detail_526,7.389056099
Theme_3,Topic_10,SubTopic_59,Detail_527,8103.083928
Theme_3,Topic_10,SubTopic_59,Detail_528,148.4131591
Theme_3,Topic_10,SubTopic_59,Detail_529,22026.46579
Theme_3,Topic_10,SubTopic_59,Detail_530,2.718281828
Theme_3,Topic_10,SubTopic_59,Detail_531,22026.46579
Theme_3,Topic_10,SubTopic_60,Detail_532,1
Theme_3,Topic_10,SubTopic_60,Detail_533,1
Theme_3,Topic_10,SubTopic_60,Detail_534,148.4131591
Theme_3,Topic_10,SubTopic_60,Detail_535,22026.46579
Theme_3,Topic_10,SubTopic_60,Detail_536,148.4131591
Theme_3,Topic_10,SubTopic_60,Detail_537,2.718281828
Theme_3,Topic_10,SubTopic_60,Detail_538,403.4287935
Theme_3,Topic_10,SubTopic_60,Detail_539,20.08553692
Theme_3,Topic_10,SubTopic_60,Detail_540,20.08553692
Theme_3,Topic_11,SubTopic_61,Detail_541,7.389056099
Theme_3,Topic_11,SubTopic_61,Detail_542,7.389056099
Theme_3,Topic_11,SubTopic_61,Detail_543,1
Theme_3,Topic_11,SubTopic_61,Detail_544,2980.957987
Theme_3,Topic_11,SubTopic_61,Detail_545,148.4131591
Theme_3,Topic_11,SubTopic_61,Detail_546,1
Theme_3,Topic_11,SubTopic_61,Detail_547,1
Theme_3,Topic_11,SubTopic_61,Detail_548,1096.633158
Theme_3,Topic_11,SubTopic_61,Detail_549,8103.083928
Theme_3,Topic_11,SubTopic_62,Detail_550,1096.633158
Theme_3,Topic_11,SubTopic_62,Detail_551,1
Theme_3,Topic_11,SubTopic_62,Detail_552,1096.633158
Theme_3,Topic_11,SubTopic_62,Detail_553,148.4131591
Theme_3,Topic_11,SubTopic_62,Detail_554,2980.957987
Theme_3,Topic_11,SubTopic_62,Detail_555,2.718281828
Theme_3,Topic_11,SubTopic_62,Detail_556,20.08553692
Theme_3,Topic_11,SubTopic_62,Detail_557,148.4131591
Theme_3,Topic_11,SubTopic_62,Detail_558,2980.957987
Theme_3,Topic_11,SubTopic_63,Detail_559,20.08553692
Theme_3,Topic_11,SubTopic_63,Detail_560,2.718281828
Theme_3,Topic_11,SubTopic_63,Detail_561,2.718281828
Theme_3,Topic_11,SubTopic_63,Detail_562,148.4131591
Theme_3,Topic_11,SubTopic_63,Detail_563,2.718281828
Theme_3,Topic_11,SubTopic_63,Detail_564,7.389056099
Theme_3,Topic_11,SubTopic_63,Detail_565,54.59815003
Theme_3,Topic_11,SubTopic_63,Detail_566,403.4287935
Theme_3,Topic_11,SubTopic_63,Detail_567,8103.083928
Theme_3,Topic_11,SubTopic_64,Detail_568,403.4287935
Theme_3,Topic_11,SubTopic_64,Detail_569,148.4131591
Theme_3,Topic_11,SubTopic_64,Detail_570,1
Theme_3,Topic_11,SubTopic_64,Detail_571,7.389056099
Theme_3,Topic_11,SubTopic_64,Detail_572,2980.957987
Theme_3,Topic_11,SubTopic_64,Detail_573,20.08553692
Theme_3,Topic_11,SubTopic_64,Detail_574,8103.083928
Theme_3,Topic_11,SubTopic_64,Detail_575,1096.633158
Theme_3,Topic_11,SubTopic_64,Detail_576,54.59815003
Theme_3,Topic_11,SubTopic_65,Detail_577,2.718281828
Theme_3,Topic_11,SubTopic_65,Detail_578,2980.957987
Theme_3,Topic_11,SubTopic_65,Detail_579,2.718281828
Theme_3,Topic_11,SubTopic_65,Detail_580,22026.46579
Theme_3,Topic_11,SubTopic_65,Detail_581,1096.633158
Theme_3,Topic_11,SubTopic_65,Detail_582,2980.957987
Theme_3,Topic_11,SubTopic_65,Detail_583,2980.957987
Theme_3,Topic_11,SubTopic_65,Detail_584,7.389056099
Theme_3,Topic_11,SubTopic_65,Detail_585,8103.083928
Theme_3,Topic_11,SubTopic_66,Detail_586,1
Theme_3,Topic_11,SubTopic_66,Detail_587,7.389056099
Theme_3,Topic_11,SubTopic_66,Detail_588,7.389056099
Theme_3,Topic_11,SubTopic_66,Detail_589,8103.083928
Theme_3,Topic_11,SubTopic_66,Detail_590,1096.633158
Theme_3,Topic_11,SubTopic_66,Detail_591,2.718281828
Theme_3,Topic_11,SubTopic_66,Detail_592,1
Theme_3,Topic_11,SubTopic_66,Detail_593,20.08553692
Theme_3,Topic_11,SubTopic_66,Detail_594,403.4287935
Theme_3,Topic_12,SubTopic_67,Detail_595,148.4131591
Theme_3,Topic_12,SubTopic_67,Detail_596,7.389056099
Theme_3,Topic_12,SubTopic_67,Detail_597,2980.957987
Theme_3,Topic_12,SubTopic_67,Detail_598,2980.957987
Theme_3,Topic_12,SubTopic_67,Detail_599,1
Theme_3,Topic_12,SubTopic_67,Detail_600,22026.46579
Theme_3,Topic_12,SubTopic_67,Detail_601,7.389056099
Theme_3,Topic_12,SubTopic_67,Detail_602,2.718281828
Theme_3,Topic_12,SubTopic_67,Detail_603,2980.957987
Theme_3,Topic_12,SubTopic_68,Detail_604,7.389056099
Theme_3,Topic_12,SubTopic_68,Detail_605,1096.633158
Theme_3,Topic_12,SubTopic_68,Detail_606,1
Theme_3,Topic_12,SubTopic_68,Detail_607,1
Theme_3,Topic_12,SubTopic_68,Detail_608,7.389056099
Theme_3,Topic_12,SubTopic_68,Detail_609,20.08553692
Theme_3,Topic_12,SubTopic_68,Detail_610,403.4287935
Theme_3,Topic_12,SubTopic_68,Detail_611,7.389056099
Theme_3,Topic_12,SubTopic_68,Detail_612,20.08553692
Theme_3,Topic_12,SubTopic_69,Detail_613,1096.633158
Theme_3,Topic_12,SubTopic_69,Detail_614,403.4287935
Theme_3,Topic_12,SubTopic_69,Detail_615,148.4131591
Theme_3,Topic_12,SubTopic_69,Detail_616,2.718281828
Theme_3,Topic_12,SubTopic_69,Detail_617,1
Theme_3,Topic_12,SubTopic_69,Detail_618,22026.46579
Theme_3,Topic_12,SubTopic_69,Detail_619,22026.46579
Theme_3,Topic_12,SubTopic_69,Detail_620,2.718281828
Theme_3,Topic_12,SubTopic_69,Detail_621,2.718281828
Theme_3,Topic_12,SubTopic_70,Detail_622,7.389056099
Theme_3,Topic_12,SubTopic_70,Detail_623,403.4287935
Theme_3,Topic_12,SubTopic_70,Detail_624,8103.083928
Theme_3,Topic_12,SubTopic_70,Detail_625,1
Theme_3,Topic_12,SubTopic_70,Detail_626,403.4287935
Theme_3,Topic_12,SubTopic_70,Detail_627,1
Theme_3,Topic_12,SubTopic_70,Detail_628,1096.633158
Theme_3,Topic_12,SubTopic_70,Detail_629,8103.083928
Theme_3,Topic_12,SubTopic_70,Detail_630,403.4287935
Theme_3,Topic_12,SubTopic_71,Detail_631,54.59815003
Theme_3,Topic_12,SubTopic_71,Detail_632,22026.46579
Theme_3,Topic_12,SubTopic_71,Detail_633,20.08553692
Theme_3,Topic_12,SubTopic_71,Detail_634,2.718281828
Theme_3,Topic_12,SubTopic_71,Detail_635,22026.46579
Theme_3,Topic_12,SubTopic_71,Detail_636,7.389056099
Theme_3,Topic_12,SubTopic_71,Detail_637,1
Theme_3,Topic_12,SubTopic_71,Detail_638,7.389056099
Theme_3,Topic_12,SubTopic_71,Detail_639,1096.633158
Theme_3,Topic_12,SubTopic_72,Detail_640,7.389056099
Theme_3,Topic_12,SubTopic_72,Detail_641,1
Theme_3,Topic_12,SubTopic_72,Detail_642,22026.46579
Theme_3,Topic_12,SubTopic_72,Detail_643,8103.083928
Theme_3,Topic_12,SubTopic_72,Detail_644,2.718281828
Theme_3,Topic_12,SubTopic_72,Detail_645,7.389056099
Theme_3,Topic_12,SubTopic_72,Detail_646,1
Theme_3,Topic_12,SubTopic_72,Detail_647,54.59815003
Theme_3,Topic_12,SubTopic_72,Detail_648,2980.957987
Theme_4,Topic_13,SubTopic_73,Detail_649,20.08553692
Theme_4,Topic_13,SubTopic_73,Detail_650,403.4287935
Theme_4,Topic_13,SubTopic_73,Detail_651,20.08553692
Theme_4,Topic_13,SubTopic_73,Detail_652,148.4131591
Theme_4,Topic_13,SubTopic_73,Detail_653,8103.083928
Theme_4,Topic_13,SubTopic_73,Detail_654,54.59815003
Theme_4,Topic_13,SubTopic_73,Detail_655,20.08553692
Theme_4,Topic_13,SubTopic_73,Detail_656,1
Theme_4,Topic_13,SubTopic_73,Detail_657,1
Theme_4,Topic_13,SubTopic_74,Detail_658,1096.633158
Theme_4,Topic_13,SubTopic_74,Detail_659,54.59815003
Theme_4,Topic_13,SubTopic_74,Detail_660,22026.46579
Theme_4,Topic_13,SubTopic_74,Detail_661,1
Theme_4,Topic_13,SubTopic_74,Detail_662,148.4131591
Theme_4,Topic_13,SubTopic_74,Detail_663,7.389056099
Theme_4,Topic_13,SubTopic_74,Detail_664,2.718281828
Theme_4,Topic_13,SubTopic_74,Detail_665,20.08553692
Theme_4,Topic_13,SubTopic_74,Detail_666,2980.957987
Theme_4,Topic_13,SubTopic_75,Detail_667,54.59815003
Theme_4,Topic_13,SubTopic_75,Detail_668,2980.957987
Theme_4,Topic_13,SubTopic_75,Detail_669,54.59815003
Theme_4,Topic_13,SubTopic_75,Detail_670,148.4131591
Theme_4,Topic_13,SubTopic_75,Detail_671,22026.46579
Theme_4,Topic_13,SubTopic_75,Detail_672,8103.083928
Theme_4,Topic_13,SubTopic_75,Detail_673,1
Theme_4,Topic_13,SubTopic_75,Detail_674,2.718281828
Theme_4,Topic_13,SubTopic_75,Detail_675,20.08553692
Theme_4,Topic_13,SubTopic_76,Detail_676,20.08553692
Theme_4,Topic_13,SubTopic_76,Detail_677,8103.083928
Theme_4,Topic_13,SubTopic_76,Detail_678,8103.083928
Theme_4,Topic_13,SubTopic_76,Detail_679,148.4131591
Theme_4,Topic_13,SubTopic_76,Detail_680,20.08553692
Theme_4,Topic_13,SubTopic_76,Detail_681,22026.46579
Theme_4,Topic_13,SubTopic_76,Detail_682,1096.633158
Theme_4,Topic_13,SubTopic_76,Detail_683,1
Theme_4,Topic_13,SubTopic_76,Detail_684,8103.083928
Theme_4,Topic_13,SubTopic_77,Detail_685,1
Theme_4,Topic_13,SubTopic_77,Detail_686,148.4131591
Theme_4,Topic_13,SubTopic_77,Detail_687,20.08553692
Theme_4,Topic_13,SubTopic_77,Detail_688,22026.46579
Theme_4,Topic_13,SubTopic_77,Detail_689,403.4287935
Theme_4,Topic_13,SubTopic_77,Detail_690,7.389056099
Theme_4,Topic_13,SubTopic_77,Detail_691,148.4131591
Theme_4,Topic_13,SubTopic_77,Detail_692,403.4287935
Theme_4,Topic_13,SubTopic_77,Detail_693,8103.083928
Theme_4,Topic_13,SubTopic_78,Detail_694,54.59815003
Theme_4,Topic_13,SubTopic_78,Detail_695,54.59815003
Theme_4,Topic_13,SubTopic_78,Detail_696,148.4131591
Theme_4,Topic_13,SubTopic_78,Detail_697,7.389056099
Theme_4,Topic_13,SubTopic_78,Detail_698,148.4131591
Theme_4,Topic_13,SubTopic_78,Detail_699,2.718281828
Theme_4,Topic_13,SubTopic_78,Detail_700,22026.46579
Theme_4,Topic_13,SubTopic_78,Detail_701,148.4131591
Theme_4,Topic_13,SubTopic_78,Detail_702,1
Theme_4,Topic_14,SubTopic_79,Detail_703,1096.633158
Theme_4,Topic_14,SubTopic_79,Detail_704,2.718281828
Theme_4,Topic_14,SubTopic_79,Detail_705,148.4131591
Theme_4,Topic_14,SubTopic_79,Detail_706,22026.46579
Theme_4,Topic_14,SubTopic_79,Detail_707,22026.46579
Theme_4,Topic_14,SubTopic_79,Detail_708,2980.957987
Theme_4,Topic_14,SubTopic_79,Detail_709,148.4131591
Theme_4,Topic_14,SubTopic_79,Detail_710,1
Theme_4,Topic_14,SubTopic_79,Detail_711,2980.957987
Theme_4,Topic_14,SubTopic_80,Detail_712,54.59815003
Theme_4,Topic_14,SubTopic_80,Detail_713,1
Theme_4,Topic_14,SubTopic_80,Detail_714,8103.083928
Theme_4,Topic_14,SubTopic_80,Detail_715,2980.957987
Theme_4,Topic_14,SubTopic_80,Detail_716,148.4131591
Theme_4,Topic_14,SubTopic_80,Detail_717,403.4287935
Theme_4,Topic_14,SubTopic_80,Detail_718,1096.633158
Theme_4,Topic_14,SubTopic_80,Detail_719,22026.46579
Theme_4,Topic_14,SubTopic_80,Detail_720,8103.083928
Theme_4,Topic_14,SubTopic_81,Detail_721,1
Theme_4,Topic_14,SubTopic_81,Detail_722,1
Theme_4,Topic_14,SubTopic_81,Detail_723,403.4287935
Theme_4,Topic_14,SubTopic_81,Detail_724,2.718281828
Theme_4,Topic_14,SubTopic_81,Detail_725,2980.957987
Theme_4,Topic_14,SubTopic_81,Detail_726,1
Theme_4,Topic_14,SubTopic_81,Detail_727,20.08553692
Theme_4,Topic_14,SubTopic_81,Detail_728,20.08553692
Theme_4,Topic_14,SubTopic_81,Detail_729,1
Theme_4,Topic_14,SubTopic_82,Detail_730,7.389056099
Theme_4,Topic_14,SubTopic_82,Detail_731,403.4287935
Theme_4,Topic_14,SubTopic_82,Detail_732,20.08553692
Theme_4,Topic_14,SubTopic_82,Detail_733,8103.083928
Theme_4,Topic_14,SubTopic_82,Detail_734,2980.957987
Theme_4,Topic_14,SubTopic_82,Detail_735,148.4131591
Theme_4,Topic_14,SubTopic_82,Detail_736,7.389056099
Theme_4,Topic_14,SubTopic_82,Detail_737,7.389056099
Theme_4,Topic_14,SubTopic_82,Detail_738,2.718281828
Theme_4,Topic_14,SubTopic_83,Detail_739,54.59815003
Theme_4,Topic_14,SubTopic_83,Detail_740,403.4287935
Theme_4,Topic_14,SubTopic_83,Detail_741,403.4287935
Theme_4,Topic_14,SubTopic_83,Detail_742,8103.083928
Theme_4,Topic_14,SubTopic_83,Detail_743,7.389056099
Theme_4,Topic_14,SubTopic_83,Detail_744,7.389056099
Theme_4,Topic_14,SubTopic_83,Detail_745,1
Theme_4,Topic_14,SubTopic_83,Detail_746,20.08553692
Theme_4,Topic_14,SubTopic_83,Detail_747,1
Theme_4,Topic_14,SubTopic_84,Detail_748,54.59815003
Theme_4,Topic_14,SubTopic_84,Detail_749,403.4287935
Theme_4,Topic_14,SubTopic_84,Detail_750,2980.957987
Theme_4,Topic_14,SubTopic_84,Detail_751,2980.957987
Theme_4,Topic_14,SubTopic_84,Detail_752,20.08553692
Theme_4,Topic_14,SubTopic_84,Detail_753,1
Theme_4,Topic_14,SubTopic_84,Detail_754,20.08553692
Theme_4,Topic_14,SubTopic_84,Detail_755,2.718281828
Theme_4,Topic_14,SubTopic_84,Detail_756,7.389056099
Theme_4,Topic_15,SubTopic_85,Detail_757,2.718281828
Theme_4,Topic_15,SubTopic_85,Detail_758,148.4131591
Theme_4,Topic_15,SubTopic_85,Detail_759,54.59815003
Theme_4,Topic_15,SubTopic_85,Detail_760,403.4287935
Theme_4,Topic_15,SubTopic_85,Detail_761,403.4287935
Theme_4,Topic_15,SubTopic_85,Detail_762,20.08553692
Theme_4,Topic_15,SubTopic_85,Detail_763,8103.083928
Theme_4,Topic_15,SubTopic_85,Detail_764,403.4287935
Theme_4,Topic_15,SubTopic_85,Detail_765,2.718281828
Theme_4,Topic_15,SubTopic_86,Detail_766,20.08553692
Theme_4,Topic_15,SubTopic_86,Detail_767,2.718281828
Theme_4,Topic_15,SubTopic_86,Detail_768,20.08553692
Theme_4,Topic_15,SubTopic_86,Detail_769,403.4287935
Theme_4,Topic_15,SubTopic_86,Detail_770,22026.46579
Theme_4,Topic_15,SubTopic_86,Detail_771,148.4131591
Theme_4,Topic_15,SubTopic_86,Detail_772,403.4287935
Theme_4,Topic_15,SubTopic_86,Detail_773,7.389056099
Theme_4,Topic_15,SubTopic_86,Detail_774,54.59815003
Theme_4,Topic_15,SubTopic_87,Detail_775,7.389056099
Theme_4,Topic_15,SubTopic_87,Detail_776,22026.46579
Theme_4,Topic_15,SubTopic_87,Detail_777,148.4131591
Theme_4,Topic_15,SubTopic_87,Detail_778,20.08553692
Theme_4,Topic_15,SubTopic_87,Detail_779,8103.083928
Theme_4,Topic_15,SubTopic_87,Detail_780,20.08553692
Theme_4,Topic_15,SubTopic_87,Detail_781,148.4131591
Theme_4,Topic_15,SubTopic_87,Detail_782,148.4131591
Theme_4,Topic_15,SubTopic_87,Detail_783,54.59815003
Theme_4,Topic_15,SubTopic_88,Detail_784,7.389056099
Theme_4,Topic_15,SubTopic_88,Detail_785,403.4287935
Theme_4,Topic_15,SubTopic_88,Detail_786,8103.083928
Theme_4,Topic_15,SubTopic_88,Detail_787,148.4131591
Theme_4,Topic_15,SubTopic_88,Detail_788,7.389056099
Theme_4,Topic_15,SubTopic_88,Detail_789,1
Theme_4,Topic_15,SubTopic_88,Detail_790,403.4287935
Theme_4,Topic_15,SubTopic_88,Detail_791,1
Theme_4,Topic_15,SubTopic_88,Detail_792,54.59815003
Theme_4,Topic_15,SubTopic_89,Detail_793,1
Theme_4,Topic_15,SubTopic_89,Detail_794,1096.633158
Theme_4,Topic_15,SubTopic_89,Detail_795,8103.083928
Theme_4,Topic_15,SubTopic_89,Detail_796,1
Theme_4,Topic_15,SubTopic_89,Detail_797,403.4287935
Theme_4,Topic_15,SubTopic_89,Detail_798,403.4287935
Theme_4,Topic_15,SubTopic_89,Detail_799,2980.957987
Theme_4,Topic_15,SubTopic_89,Detail_800,403.4287935
Theme_4,Topic_15,SubTopic_89,Detail_801,20.08553692
Theme_4,Topic_15,SubTopic_90,Detail_802,7.389056099
Theme_4,Topic_15,SubTopic_90,Detail_803,54.59815003
Theme_4,Topic_15,SubTopic_90,Detail_804,54.59815003
Theme_4,Topic_15,SubTopic_90,Detail_805,7.389056099
Theme_4,Topic_15,SubTopic_90,Detail_806,1096.633158
Theme_4,Topic_15,SubTopic_90,Detail_807,1
Theme_4,Topic_15,SubTopic_90,Detail_808,1
Theme_4,Topic_15,SubTopic_90,Detail_809,8103.083928
Theme_4,Topic_15,SubTopic_90,Detail_810,22026.46579
Theme_4,Topic_16,SubTopic_91,Detail_811,22026.46579
Theme_4,Topic_16,SubTopic_91,Detail_812,403.4287935
Theme_4,Topic_16,SubTopic_91,Detail_813,148.4131591
Theme_4,Topic_16,SubTopic_91,Detail_814,1
Theme_4,Topic_16,SubTopic_91,Detail_815,54.59815003
Theme_4,Topic_16,SubTopic_91,Detail_816,2980.957987
Theme_4,Topic_16,SubTopic_91,Detail_817,22026.46579
Theme_4,Topic_16,SubTopic_91,Detail_818,2980.957987
Theme_4,Topic_16,SubTopic_91,Detail_819,8103.083928
Theme_4,Topic_16,SubTopic_92,Detail_820,54.59815003
Theme_4,Topic_16,SubTopic_92,Detail_821,8103.083928
Theme_4,Topic_16,SubTopic_92,Detail_822,1
Theme_4,Topic_16,SubTopic_92,Detail_823,54.59815003
Theme_4,Topic_16,SubTopic_92,Detail_824,1
Theme_4,Topic_16,SubTopic_92,Detail_825,54.59815003
Theme_4,Topic_16,SubTopic_92,Detail_826,2.718281828
Theme_4,Topic_16,SubTopic_92,Detail_827,8103.083928
Theme_4,Topic_16,SubTopic_92,Detail_828,7.389056099
Theme_4,Topic_16,SubTopic_93,Detail_829,7.389056099
Theme_4,Topic_16,SubTopic_93,Detail_830,8103.083928
Theme_4,Topic_16,SubTopic_93,Detail_831,403.4287935
Theme_4,Topic_16,SubTopic_93,Detail_832,2.718281828
Theme_4,Topic_16,SubTopic_93,Detail_833,2980.957987
Theme_4,Topic_16,SubTopic_93,Detail_834,1
Theme_4,Topic_16,SubTopic_93,Detail_835,7.389056099
Theme_4,Topic_16,SubTopic_93,Detail_836,403.4287935
Theme_4,Topic_16,SubTopic_93,Detail_837,7.389056099
Theme_4,Topic_16,SubTopic_94,Detail_838,8103.083928
Theme_4,Topic_16,SubTopic_94,Detail_839,22026.46579
Theme_4,Topic_16,SubTopic_94,Detail_840,148.4131591
Theme_4,Topic_16,SubTopic_94,Detail_841,148.4131591
Theme_4,Topic_16,SubTopic_94,Detail_842,54.59815003
Theme_4,Topic_16,SubTopic_94,Detail_843,20.08553692
Theme_4,Topic_16,SubTopic_94,Detail_844,7.389056099
Theme_4,Topic_16,SubTopic_94,Detail_845,22026.46579
Theme_4,Topic_16,SubTopic_94,Detail_846,2980.957987
Theme_4,Topic_16,SubTopic_95,Detail_847,20.08553692
Theme_4,Topic_16,SubTopic_95,Detail_848,2980.957987
Theme_4,Topic_16,SubTopic_95,Detail_849,2.718281828
Theme_4,Topic_16,SubTopic_95,Detail_850,2980.957987
Theme_4,Topic_16,SubTopic_95,Detail_851,8103.083928
Theme_4,Topic_16,SubTopic_95,Detail_852,1096.633158
Theme_4,Topic_16,SubTopic_95,Detail_853,1
Theme_4,Topic_16,SubTopic_95,Detail_854,22026.46579
Theme_4,Topic_16,SubTopic_95,Detail_855,1
Theme_4,Topic_16,SubTopic_96,Detail_856,403.4287935
Theme_4,Topic_16,SubTopic_96,Detail_857,1
Theme_4,Topic_16,SubTopic_96,Detail_858,1096.633158
Theme_4,Topic_16,SubTopic_96,Detail_859,20.08553692
Theme_4,Topic_16,SubTopic_96,Detail_860,2.718281828
Theme_4,Topic_16,SubTopic_96,Detail_861,54.59815003
Theme_4,Topic_16,SubTopic_96,Detail_862,8103.083928
Theme_4,Topic_16,SubTopic_96,Detail_863,2980.957987
Theme_4,Topic_16,SubTopic_96,Detail_864,22026.46579
Theme_5,Topic_17,SubTopic_97,Detail_865,54.59815003
Theme_5,Topic_17,SubTopic_97,Detail_866,2980.957987
Theme_5,Topic_17,SubTopic_97,Detail_867,148.4131591
Theme_5,Topic_17,SubTopic_97,Detail_868,1
Theme_5,Topic_17,SubTopic_97,Detail_869,403.4287935
Theme_5,Topic_17,SubTopic_97,Detail_870,148.4131591
Theme_5,Topic_17,SubTopic_97,Detail_871,22026.46579
Theme_5,Topic_17,SubTopic_97,Detail_872,148.4131591
Theme_5,Topic_17,SubTopic_97,Detail_873,20.08553692
Theme_5,Topic_17,SubTopic_98,Detail_874,22026.46579
Theme_5,Topic_17,SubTopic_98,Detail_875,2980.957987
Theme_5,Topic_17,SubTopic_98,Detail_876,20.08553692
Theme_5,Topic_17,SubTopic_98,Detail_877,8103.083928
Theme_5,Topic_17,SubTopic_98,Detail_878,8103.083928
Theme_5,Topic_17,SubTopic_98,Detail_879,2980.957987
Theme_5,Topic_17,SubTopic_98,Detail_880,2980.957987
Theme_5,Topic_17,SubTopic_98,Detail_881,54.59815003
Theme_5,Topic_17,SubTopic_98,Detail_882,2980.957987
Theme_5,Topic_17,SubTopic_99,Detail_883,148.4131591
